,side,teamname,team kpm,dragons,barons,towers,dpm,vspm,earned gpm,wcpm,cspm,xpat15,goldat15,result
197,Red,Los Heretics,0.4263,4.0,2.0,10.0,2308.6784,8.0152,1246.3288,1.5917,31.2648,31332.0,30899.0,1
198,Blue,Eintracht Frankfurt,0.6236,4.0,2.0,9.0,2530.93,8.3698,1456.2473,1.2801,36.4989,31225.0,27411.0,1
199,Red,MOUZ NXT,0.3282,0.0,0.0,1.0,1930.93,5.8096,952.0241,0.8862,30.3939,29289.0,24316.0,0
200,Blue,Solary,0.1757,1.0,0.0,4.0,1802.0791,9.3411,1013.1479,1.7277,33.9385,30124.0,23574.0,0
201,Red,Aegis,0.3807,4.0,1.0,9.0,2089.9854,8.8433,1210.6881,1.9034,35.6662,30493.0,24173.0,1
202,Blue,UCAM Esports,0.687,2.0,1.0,11.0,2358.9749,7.9498,1332.988,1.6358,31.8321,29193.0,23958.0,1
203,Red,Bar̤a eSports,0.2617,2.0,0.0,2.0,2012.5518,6.4776,962.7481,0.9815,31.9629,30903.0,24654.0,0
204,Blue,Austrian Force willhaben,0.6468,5.0,0.0,9.0,2256.4682,8.5318,1331.3347,1.4476,34.9897,31728.0,26053.0,1
205,Red,FC Schalke 04 Esports,0.1848,0.0,1.0,2.0,1823.2238,6.961,979.1889,1.2628,31.1704,31173.0,24602.0,0
206,Blue,Team BDS Academy,0.4692,2.0,2.0,11.0,2557.6629,8.9922,1354.1703,1.4075,35.3692,31240.0,24789.0,1
207,Red,Gentle Mates,0.2085,4.0,1.0,3.0,1954.4831,8.1581,1076.351,1.0686,35.2129,30758.0,23768.0,0
208,Blue,Leviatan,0.6393,2.0,1.0,11.0,3202.6958,8.8865,1330.1652,1.7262,32.2536,31467.0,26380.0,1
209,Red,All Knights,0.1918,2.0,0.0,2.0,2148.0448,9.3021,1032.9782,1.4704,33.5642,28279.0,24466.0,0
210,Blue,All Knights,0.1568,2.0,0.0,1.0,1338.1842,6.8191,888.9484,1.8027,33.1156,31060.0,24896.0,0
211,Red,Leviatan,0.5879,1.0,1.0,10.0,2193.6251,8.7394,1405.7479,1.2933,36.3684,30871.0,25273.0,1
212,Blue,Estral Esports,0.4136,2.0,1.0,8.0,1958.3573,8.6502,1270.4078,1.6887,36.5997,29710.0,24595.0,1
213,Red,INFINITY,0.1034,2.0,0.0,3.0,1499.5175,8.0299,924.4342,1.4819,33.7392,29682.0,23383.0,0
214,Blue,Estral Esports,0.393,1.0,1.0,11.0,2614.0939,8.81,1301.8886,1.6048,34.1266,29510.0,24533.0,1
215,Red,INFINITY,0.131,3.0,0.0,2.0,1110.0,7.3362,906.0262,1.2773,33.3079,30132.0,24304.0,0
216,Blue,T1 Esports Academy,0.655,3.0,1.0,10.0,2552.7948,8.2969,1367.0306,1.0044,31.8777,30554.0,25567.0,1
217,Red,Dplus KIA Challengers,0.2183,0.0,0.0,2.0,1797.4236,7.5983,892.4017,1.3537,29.6507,29242.0,23796.0,0
218,Blue,Dplus KIA Challengers,0.5078,2.0,1.0,8.0,3031.7901,8.3538,1236.9953,1.9044,28.54,30288.0,24081.0,1
219,Red,T1 Esports Academy,0.5586,4.0,1.0,5.0,2349.9788,9.2933,1022.2091,1.6504,26.8642,30727.0,24841.0,0
220,Blue,T1 Esports Academy,0.0973,1.0,0.0,2.0,1052.5473,8.1125,982.3256,2.1092,35.4029,30982.0,24766.0,0
221,Red,Dplus KIA Challengers,0.3569,3.0,1.0,10.0,1362.0552,8.0476,1337.6203,2.0768,37.9989,29805.0,23419.0,1
222,Blue,Hanwha Life Esports,0.2474,2.0,1.0,9.0,1736.2268,8.567,1230.2165,1.5773,35.1031,29114.0,24143.0,1
223,Red,DRX,0.2165,3.0,0.0,4.0,2010.5567,7.4845,1010.4433,1.3299,32.3196,29368.0,24685.0,0
224,Blue,Hanwha Life Esports,0.4748,2.0,1.0,10.0,1961.0072,8.1583,1398.1295,1.3813,35.3525,31697.0,27170.0,1
225,Red,DRX,0.0432,1.0,0.0,1.0,1685.1367,5.4388,891.4532,1.3381,32.9784,29087.0,23488.0,0
226,Blue,Beyond Gaming,0.3555,4.0,1.0,11.0,2834.3573,10.6655,1315.433,2.0784,36.2899,30943.0,25165.0,1
227,Red,CTBC Flying Oyster,0.0547,2.0,0.0,3.0,2002.0146,8.6144,1007.8304,1.887,35.9344,30816.0,24166.0,0
228,Blue,Beyond Gaming,0.1625,2.0,0.0,4.0,1939.5576,9.5079,984.7314,1.8962,32.7494,30271.0,25782.0,0
229,Red,CTBC Flying Oyster,0.4063,4.0,1.0,7.0,2185.9503,9.3995,1186.3747,2.14,32.2348,29055.0,23897.0,1
230,Blue,T1,0.8098,2.0,1.0,11.0,3125.09,9.3316,1582.8663,1.3111,36.5553,31924.0,28331.0,1
231,Red,Kwangdong Freecs,0.1928,1.0,0.0,0.0,2078.0206,6.2082,907.8278,0.9254,31.0026,29148.0,22354.0,0
232,Blue,Beyond Gaming,0.7724,5.0,1.0,8.0,2917.5386,10.8136,1405.3038,2.6262,35.932,30935.0,24920.0,1
233,Red,CTBC Flying Oyster,0.1854,0.0,0.0,3.0,2204.243,10.3811,977.827,2.379,31.6375,29712.0,24554.0,0
234,Blue,T1,0.6351,1.0,1.0,5.0,2534.9813,7.6961,1326.7995,1.0834,33.8107,31338.0,26696.0,1
235,Red,Kwangdong Freecs,0.411,2.0,0.0,5.0,2218.2814,8.1071,1231.345,1.9054,34.7073,31239.0,27681.0,0
236,Blue,West Point Esports,0.2236,2.0,0.0,1.0,1627.3043,6.6708,900.1863,1.0062,31.3416,28145.0,23949.0,0
237,Red,Deep Cross Gaming,0.5963,2.0,1.0,9.0,2872.8447,8.1615,1349.1056,1.6025,33.9503,31208.0,27619.0,1
238,Blue,Deep Cross Gaming,0.465,3.0,0.0,10.0,3079.5846,8.3509,1222.4861,1.4507,31.7297,29313.0,24639.0,1
239,Red,West Point Esports,0.4836,5.0,4.0,7.0,3106.46,7.4582,1228.8283,1.0415,29.1816,28797.0,24346.0,0
240,Blue,OKSavingsBank BRION,0.0386,0.0,0.0,0.0,1485.0386,9.5244,874.5501,2.7763,35.9383,29277.0,23538.0,0
241,Red,FearX,0.4627,4.0,1.0,9.0,2205.2699,10.527,1427.1208,2.1208,41.4139,32586.0,26194.0,1
242,Blue,FearX,0.6193,4.0,1.0,9.0,2812.844,9.2546,1373.1881,2.8211,36.7087,31739.0,24652.0,1
243,Red,OKSavingsBank BRION,0.172,0.0,0.0,1.0,1581.9495,10.1491,935.711,2.5459,33.1307,31176.0,24587.0,0
244,Blue,Nongshim RedForce,0.1532,2.0,0.0,3.0,1735.0989,7.6197,869.4448,1.3401,29.5214,28549.0,23472.0,0
245,Red,Gen.G,0.6126,2.0,1.0,9.0,2732.8143,9.381,1402.1315,1.6847,34.1161,28613.0,26105.0,1
246,Blue,Burning Core Toyama,0.5927,3.0,1.0,10.0,2484.6789,10.8038,1247.0139,2.1554,30.4715,29373.0,24779.0,1
247,Red,Sengoku Gaming,0.2694,3.0,0.0,4.0,1843.242,8.9717,948.7652,2.3978,29.0166,28579.0,24788.0,0
248,Blue,Frank Esports,0.493,4.0,1.0,8.0,1991.6814,7.5853,1263.9444,1.4033,35.2339,29798.0,24835.0,1
249,Red,J Team,0.0759,0.0,0.0,1.0,1471.8963,7.9267,921.1631,1.0619,34.0202,29724.0,23426.0,0
250,Blue,Gen.G,0.7354,2.0,1.0,7.0,2490.2812,9.6467,1427.5847,1.5141,36.943,31092.0,27111.0,1
251,Red,Nongshim RedForce,0.2596,1.0,0.0,3.0,1755.7895,6.8782,981.3699,1.0382,31.1031,29083.0,25908.0,0
252,Blue,Sengoku Gaming,0.5758,3.0,2.0,10.0,2649.303,9.4545,1347.6667,1.7576,32.2727,30036.0,25076.0,1
253,Red,Burning Core Toyama,0.3333,2.0,0.0,3.0,1941.9697,7.9697,1062.7273,1.9091,33.4545,28801.0,23462.0,0
254,Blue,J Team,0.225,0.0,1.0,9.0,2861.0124,9.6513,1062.3397,1.4848,29.7863,28648.0,23057.0,0
255,Red,Frank Esports,0.4049,5.0,2.0,9.0,2679.1451,9.9663,1229.7188,2.2497,32.9809,29004.0,22968.0,1
256,Blue,Fukuoka SoftBank HAWKS gaming,0.351,2.0,2.0,8.0,2401.2286,9.3523,1121.0447,1.4041,30.4889,29872.0,22775.0,0
257,Red,DetonatioN FocusMe,0.351,4.0,1.0,7.0,2655.1442,8.7505,1189.7702,2.1563,32.6452,30248.0,24765.0,1
258,Blue,DetonatioN FocusMe,0.5643,3.0,2.0,9.0,2842.7049,9.6193,1346.0099,2.2302,32.0824,29556.0,25861.0,1
259,Red,Fukuoka SoftBank HAWKS gaming,0.4299,2.0,1.0,6.0,2304.4245,8.7058,1158.7819,2.0958,32.1093,29844.0,27053.0,0
260,Blue,AXIZ CREST,0.3272,4.0,2.0,8.0,2095.3943,10.1426,1080.4027,1.7617,29.2953,30630.0,24216.0,0
261,Red,V3 Esports,0.4279,2.0,0.0,7.0,2637.5336,8.3809,1197.0302,1.9883,32.1393,28640.0,23376.0,1
262,Blue,V3 Esports,0.7066,3.0,1.0,8.0,2723.7045,9.636,1327.0664,1.3812,30.9957,29360.0,25980.0,1
263,Red,AXIZ CREST,0.2891,2.0,0.0,4.0,1714.3041,8.9936,1002.2056,1.8308,30.7066,29640.0,23275.0,0
264,Blue,Team Vitality,0.3833,4.0,0.0,8.0,1682.7526,9.1986,1210.9059,2.4042,36.1324,30814.0,25650.0,1
265,Red,Rogue,0.1742,0.0,0.0,1.0,1280.0697,9.0244,969.8258,1.6376,35.122,29693.0,24112.0,0
266,Blue,LOUD,0.5455,2.0,1.0,10.0,1859.0909,9.4545,1361.0909,1.4545,34.2909,30814.0,27635.0,1
267,Red,KaBuM! Esports,0.1091,2.0,0.0,3.0,1498.6545,7.3455,975.7818,1.4545,34.1091,27010.0,22569.0,0
268,Blue,Team Heretics,0.5455,3.0,2.0,9.0,2296.6524,9.6578,1387.6043,2.0856,34.9733,31531.0,26177.0,1
269,Red,SK Gaming,0.0963,2.0,0.0,4.0,1370.9198,8.1818,937.8289,1.508,32.8235,30898.0,24826.0,0
270,Blue,Vivo Keyd Stars,0.5157,3.0,1.0,10.0,1933.407,8.9503,1425.4144,2.1731,37.7532,31069.0,24723.0,1
271,Red,Los Grandes,0.1473,1.0,0.0,1.0,1606.2983,8.361,911.3444,1.8416,33.5175,29620.0,23441.0,0
272,Blue,G2 Esports,0.478,3.0,2.0,8.0,2571.4923,10.0053,1330.4514,1.6888,33.9033,30584.0,25345.0,1
273,Red,MAD Lions KOI,0.4461,1.0,0.0,4.0,2249.6973,7.6792,1092.0765,1.7525,31.8322,30034.0,25355.0,0
274,Blue,Fluxo,0.826,4.0,1.0,10.0,2529.9499,8.035,1441.3892,1.5019,32.6283,32011.0,26143.0,1
275,Red,FURIA,0.1877,0.0,0.0,1.0,1752.766,6.383,857.1214,1.0138,30.6758,30342.0,24484.0,0
276,Blue,Team BDS,0.7156,2.0,1.0,9.0,2116.3148,7.5134,1389.6959,1.2522,33.6673,29887.0,25048.0,1
277,Red,Fnatic,0.2862,1.0,0.0,3.0,1697.3882,7.263,1044.7943,1.2522,33.381,31772.0,25457.0,0
278,Blue,Liberty,0.4132,2.0,2.0,9.0,2263.8179,9.2502,1240.5126,1.8363,31.0559,28980.0,24574.0,1
279,Red,INTZ,0.4132,4.0,1.0,4.0,2773.4277,8.9059,1115.3481,1.5379,31.8363,29146.0,24815.0,0
280,Blue,Karmine Corp,0.1119,1.0,0.0,3.0,1806.9683,10.7183,972.1175,1.875,33.4142,30240.0,23947.0,0
281,Red,GiantX,0.4478,4.0,2.0,8.0,2068.4328,10.8302,1303.7407,2.6026,35.3731,30564.0,24900.0,1
282,Blue,Team Liquid,0.2291,3.0,1.0,6.0,2291.8854,9.7375,1089.136,1.5465,30.9308,29237.0,24132.0,0
283,Red,100 Thieves,0.4582,2.0,0.0,9.0,2019.9236,8.1909,1219.2745,2.0048,34.5107,29682.0,24463.0,1
284,Blue,RED Canids,0.7135,4.0,1.0,9.0,2130.8997,9.09,1304.302,1.7063,31.5822,31762.0,26797.0,1
285,Red,paiN Gaming,0.3413,1.0,0.0,3.0,2087.5595,9.4312,1057.0734,1.7684,32.9473,30329.0,25777.0,0
286,Blue,Cloud9,0.4716,3.0,2.0,11.0,2091.6115,9.096,1401.4599,1.516,36.822,31880.0,25046.0,1
287,Red,NRG,0.1684,1.0,0.0,1.0,1277.0466,7.6137,963.8069,1.7518,34.8007,29303.0,23694.0,0
288,Blue,FlyQuest,0.4265,1.0,1.0,8.0,2926.5828,7.4467,1235.0683,1.0498,32.3783,30255.0,26512.0,1
289,Red,Shopify Rebellion,0.328,3.0,0.0,3.0,2120.9951,8.6277,981.1919,1.673,30.4101,30561.0,24473.0,0
290,Blue,Dignitas,0.4944,4.0,1.0,11.0,2436.5568,9.6271,1240.876,2.2116,32.9402,30105.0,24145.0,1
291,Red,Immortals,0.2082,2.0,0.0,3.0,2010.7025,8.8985,1001.7086,1.6912,32.5239,28544.0,22696.0,0
292,Blue,Disguised,0.1457,1.0,0.0,3.0,1673.0783,7.0674,949.5811,0.9836,32.714,29705.0,23074.0,0
293,Red,FlyQuest Challengers,0.4736,3.0,1.0,8.0,2251.439,7.1767,1310.7468,1.0565,35.9199,30351.0,24867.0,1
294,Blue,Disguised,0.4774,0.0,0.0,3.0,2337.1359,6.9767,1078.7148,0.8078,29.5594,29841.0,25191.0,0
295,Red,FlyQuest Challengers,0.9914,4.0,1.0,8.0,3358.8617,7.601,1400.2326,1.1383,30.9547,28368.0,23974.0,1
296,Blue,Team Liquid Challengers,0.0358,0.0,1.0,2.0,1584.7585,8.3005,884.4007,1.288,32.2004,29634.0,22951.0,0
297,Red,Wildcard Gaming,0.5367,4.0,0.0,9.0,1957.102,8.2648,1316.6726,1.8605,38.3184,31268.0,26325.0,1
298,Blue,Wildcard Gaming,0.4217,3.0,4.0,10.0,2531.2456,7.7548,1260.0703,1.2886,27.7157,28693.0,24702.0,1
299,Red,Team Liquid Challengers,0.5623,3.0,0.0,4.0,2660.4061,7.5205,1060.1328,0.8434,29.8477,29415.0,25097.0,0
300,Blue,Hanwha Life Esports,0.4402,3.0,2.0,8.0,2264.2641,10.5089,1337.8817,2.0358,34.9381,28539.0,24755.0,1
301,Red,Kwangdong Freecs,0.2201,2.0,1.0,3.0,2491.0316,7.6479,1081.1004,2.0908,33.7276,29103.0,23578.0,0
302,Blue,Hanwha Life Esports,0.4494,3.0,1.0,7.0,2219.8395,10.5618,1196.2761,1.9583,35.0562,30201.0,23993.0,1
303,Red,Kwangdong Freecs,0.1284,2.0,0.0,2.0,1804.7512,7.1589,972.5843,1.7335,34.8636,31288.0,24843.0,0
304,Blue,AXIZ CREST,0.4524,4.0,0.0,7.0,2650.1905,7.3333,1200.5952,1.881,31.2619,29086.0,23319.0,0
305,Red,Sengoku Gaming,0.5238,3.0,3.0,11.0,3078.881,9.8095,1306.5238,1.6905,30.8333,30531.0,27412.0,1
306,Blue,Dplus KIA,0.4275,2.0,1.0,9.0,2007.7073,9.0544,1340.6347,1.7098,38.044,31506.0,24623.0,1
307,Red,KT Rolster,0.1166,1.0,0.0,1.0,1263.342,8.6658,909.9093,1.8264,33.6917,31029.0,24224.0,0
308,Blue,Beyond Gaming,0.7989,4.0,1.0,11.0,2462.237,9.1877,1435.5659,1.518,33.5153,30887.0,25241.0,1
309,Red,West Point Esports,0.2796,0.0,0.0,0.0,1716.7111,6.3915,869.3209,1.8375,28.3222,26898.0,21146.0,0
310,Blue,KT Rolster,0.3111,3.0,2.0,9.0,1610.6222,9.2889,1187.2889,1.8,31.4,31766.0,26252.0,1
311,Red,Dplus KIA,0.3778,4.0,1.0,7.0,2056.1778,9.0667,1263.4444,1.5556,34.4,29931.0,25062.0,0
312,Blue,Beyond Gaming,0.9254,2.0,1.0,8.0,2754.4087,8.8303,1469.2288,1.1954,32.4679,29572.0,26915.0,1
313,Red,West Point Esports,0.4627,2.0,0.0,2.0,2278.9203,7.4036,1043.7147,1.6581,30.5398,27816.0,25860.0,0
314,Blue,Team Flash,0.4476,4.0,1.0,10.0,2677.472,9.6975,1309.5814,2.1881,35.632,30158.0,25069.0,1
315,Red,CERBERUS Esports,0.2238,2.0,0.0,2.0,1800.8206,8.678,999.6602,1.84,33.0709,29647.0,24026.0,0
316,Blue,Sengoku Gaming,0.2276,2.0,1.0,9.0,1900.6179,8.6504,1154.9268,1.6585,34.5366,31254.0,23598.0,1
317,Red,AXIZ CREST,0.065,3.0,0.0,4.0,1724.5528,8.2602,937.9837,2.1463,34.6992,30767.0,24953.0,0
318,Blue,Dplus KIA,0.1277,2.0,1.0,4.0,1485.6,9.1404,1045.4809,2.017,34.4681,31112.0,24196.0,0
319,Red,KT Rolster,0.3319,3.0,0.0,9.0,2089.9915,10.0851,1221.8298,1.9149,37.0723,31869.0,25715.0,1
320,Blue,CTBC Flying Oyster,0.224,4.0,2.0,11.0,2502.6794,10.7507,1191.9618,1.3438,32.3268,28615.0,23635.0,1
321,Red,Deep Cross Gaming,0.2986,2.0,0.0,3.0,2091.2899,8.8096,1009.1995,2.2397,31.0079,30061.0,24115.0,0
322,Blue,CERBERUS Esports,0.4942,2.0,1.0,7.0,2225.0872,8.1686,1211.7733,1.2791,29.0698,28996.0,26368.0,0
323,Red,Team Flash,0.7849,3.0,1.0,10.0,3111.8895,9.186,1378.4593,1.7151,31.1047,27457.0,25690.0,1
324,Blue,DetonatioN FocusMe,0.7885,2.0,2.0,11.0,2945.8065,6.0215,1457.1326,1.5771,31.0036,29557.0,26189.0,1
325,Red,Burning Core Toyama,0.3584,2.0,0.0,1.0,2609.2473,7.4552,1100.1792,1.1828,32.724,27762.0,23295.0,0
326,Blue,Burning Core Toyama,0.3266,2.0,0.0,2.0,2091.7763,7.808,943.5527,1.2766,29.1539,27589.0,22261.0,0
327,Red,DetonatioN FocusMe,0.7719,3.0,2.0,11.0,2272.6076,9.3518,1409.0945,2.2563,31.5883,28586.0,25768.0,1
328,Blue,CTBC Flying Oyster,0.3607,3.0,0.0,8.0,2285.2605,9.9198,1198.4669,1.2024,35.501,31375.0,25567.0,1
329,Red,Deep Cross Gaming,0.1202,2.0,1.0,4.0,1424.2485,8.6273,1040.3206,1.9539,33.2766,29415.0,22343.0,0
330,Blue,Team Whales,0.2381,1.0,0.0,2.0,2271.369,9.0774,982.0536,1.6964,30.9226,26798.0,24744.0,0
331,Red,GAM Esports,0.6845,3.0,1.0,11.0,2816.6369,9.8214,1410.1488,2.5893,33.7798,27309.0,25163.0,1
332,Blue,GAM Esports,0.457,4.0,2.0,8.0,2479.2473,11.1828,1322.0699,1.6935,35.0538,28358.0,23662.0,1
333,Red,Team Whales,0.2688,1.0,0.0,6.0,1896.2903,8.9247,1145.4839,1.4785,36.1559,31546.0,27154.0,0
334,Blue,Fukuoka SoftBank HAWKS gaming,0.8927,4.0,1.0,11.0,3043.819,7.6999,1478.2765,1.5251,33.8128,32452.0,28772.0,1
335,Red,V3 Esports,0.3348,0.0,0.0,3.0,1539.5784,7.5883,1034.5071,1.3391,29.8698,28211.0,22556.0,0
336,Blue,V3 Esports,0.3788,0.0,0.0,0.0,2142.4242,7.0076,984.2803,1.5152,28.3712,28788.0,24876.0,0
337,Red,Fukuoka SoftBank HAWKS gaming,0.7955,4.0,1.0,9.0,2382.5,9.7348,1436.7045,1.6667,33.5606,30687.0,26389.0,1
338,Blue,MAD Lions KOI,0.152,1.0,0.0,2.0,2033.5258,8.6322,942.8875,1.5805,31.3374,30129.0,24564.0,0
339,Red,Team BDS,0.7599,4.0,2.0,9.0,2160.5167,9.3617,1442.7356,1.5502,34.9848,30451.0,25256.0,1
340,Blue,Los Grandes,0.5229,5.0,2.0,8.0,1699.5098,9.1503,1327.2876,1.2092,33.0065,30114.0,26206.0,1
341,Red,Fluxo,0.1961,0.0,0.0,3.0,1950.098,8.268,1005.5229,1.5686,32.4183,28250.0,23165.0,0
342,Blue,Rogue,0.1942,1.0,2.0,4.0,1339.8382,7.1197,1162.0712,1.1003,35.178,30922.0,26578.0,0
343,Red,Fnatic,0.4854,4.0,0.0,10.0,2052.3625,8.8026,1388.2848,1.3916,38.8997,31118.0,28314.0,1
344,Blue,INTZ,0.5114,4.0,1.0,9.0,2849.5952,10.0355,1095.0852,2.1307,26.8466,30517.0,25329.0,1
345,Red,RED Canids,0.4048,3.0,3.0,9.0,2711.3352,9.1832,1168.3807,1.9389,28.3807,28344.0,22904.0,0
346,Blue,G2 Esports,0.565,4.0,2.0,11.0,2629.4408,9.4291,1450.0294,1.5185,35.5621,30882.0,26194.0,1
347,Red,Team Heretics,0.2825,0.0,0.0,0.0,1743.5668,6.8864,896.5391,1.2007,30.1942,28597.0,24141.0,0
348,Blue,KaBuM! Esports,0.4283,2.0,1.0,7.0,1803.9868,8.9292,1189.5881,2.0428,33.575,29124.0,25835.0,1
349,Red,Vivo Keyd Stars,0.1977,2.0,0.0,2.0,1613.6409,9.4893,959.9012,2.3394,33.6409,29440.0,23597.0,0
350,Blue,GiantX,0.1843,1.0,0.0,3.0,2215.4668,7.7027,1078.4889,1.4742,31.7322,27751.0,24029.0,0
351,Red,SK Gaming,0.6265,3.0,1.0,10.0,2050.7248,7.887,1362.7887,1.1794,32.9853,29161.0,23185.0,1
352,Blue,FURIA,0.9295,4.0,1.0,10.0,2952.6282,10.1603,1459.5513,1.6987,30.9936,28242.0,26128.0,1
353,Red,Liberty,0.2564,0.0,0.0,1.0,1932.5641,6.9551,932.0192,1.7949,30.8974,27259.0,23433.0,0
354,Blue,Karmine Corp,0.3967,3.0,0.0,3.0,2709.5455,7.9835,1172.6033,1.9091,33.6198,30060.0,25654.0,0
355,Red,Team Vitality,0.5455,3.0,3.0,10.0,2518.5868,11.1322,1325.8264,2.0083,32.157,32434.0,25577.0,1
356,Blue,Team Liquid,0.4449,3.0,1.0,10.0,2492.2392,8.8384,1191.9624,1.7795,32.2392,30685.0,23840.0,1
357,Red,Shopify Rebellion,0.1186,2.0,0.0,1.0,2150.0643,7.741,957.2714,1.5719,32.5358,29084.0,23880.0,0
358,Blue,paiN Gaming,0.8526,1.0,1.0,10.0,2931.1545,9.1652,1429.3783,2.0604,32.3979,29265.0,27361.0,1
359,Red,LOUD,0.2842,3.0,0.0,4.0,1516.0568,7.6021,1097.5844,1.421,31.3677,27855.0,24108.0,0
360,Blue,100 Thieves,0.1657,0.0,0.0,1.0,1878.0895,7.3882,963.3131,1.2921,32.9652,27616.0,22747.0,0
361,Red,Cloud9,0.6295,4.0,1.0,9.0,2488.6251,9.0779,1412.7002,1.6565,37.8023,32003.0,27376.0,1
362,Blue,Immortals,0.0972,1.0,0.0,4.0,1785.0648,8.6177,1017.2786,2.2678,36.3175,29342.0,23453.0,0
363,Red,FlyQuest,0.3888,4.0,2.0,9.0,2153.2613,9.46,1371.0259,1.5875,37.7754,30861.0,24504.0,1
364,Blue,NRG,0.512,3.0,1.0,11.0,2471.36,8.832,1380.704,1.44,33.76,31262.0,26356.0,1
365,Red,Dignitas,0.32,1.0,1.0,4.0,2183.008,8.256,1084.032,1.472,32.48,29242.0,24151.0,0
366,Blue,Cincinnati Fear,0.5516,2.0,0.0,9.0,2150.495,6.662,1377.3267,0.8911,36.0679,30489.0,26573.0,1
367,Red,Mirage Alliance,0.2122,2.0,0.0,0.0,1871.9236,6.1528,921.8529,1.1033,32.5884,29141.0,23406.0,0
368,Blue,Area of Effect Esports,0.134,1.0,0.0,1.0,2021.005,6.4322,947.8727,1.407,31.2898,28320.0,23267.0,0
369,Red,Maryville University,0.871,4.0,1.0,10.0,3329.7152,7.5042,1386.9682,0.938,32.5963,31817.0,26787.0,1
370,Blue,Area of Effect Esports,0.7115,4.0,1.0,9.0,3304.7092,7.6906,1335.9571,1.0503,31.9819,29837.0,24607.0,1
371,Red,Maryville University,0.2033,1.0,0.0,2.0,2495.0311,6.166,895.7312,1.1519,30.559,30497.0,23651.0,0
372,Blue,Area of Effect Esports,0.3388,2.0,0.0,0.0,1783.5347,7.1146,961.9989,1.2535,30.559,27342.0,23086.0,0
373,Red,Maryville University,0.8809,2.0,1.0,9.0,2632.8515,8.1988,1426.3806,1.8972,32.7273,31372.0,28341.0,1
374,Blue,Team Bliss,0.9137,3.0,1.0,8.0,2416.6207,6.7005,1474.9819,1.1748,34.3727,29385.0,27325.0,1
375,Red,MAMMOTH,0.3481,0.0,0.0,1.0,1687.7012,5.2647,974.8368,0.7397,30.4569,28743.0,24869.0,0
376,Blue,MAMMOTH,0.2074,1.0,0.0,4.0,2315.9447,6.2903,921.7396,0.9677,29.7235,28698.0,23554.0,0
377,Red,Team Bliss,0.8295,3.0,1.0,9.0,2768.4332,8.9171,1390.1613,1.659,33.2143,29353.0,25227.0,1
378,Blue,Bilibili Gaming,0.6285,2.0,1.0,10.0,2909.1682,9.2052,1443.475,1.5527,32.54324401913876,29876.795454545456,25044.644736842107,1
379,Red,Top Esports,0.1109,1.0,0.0,1.0,1526.6543,7.2458,836.0813,1.2569,32.54324401913876,29876.795454545456,25044.644736842107,0
380,Blue,DRX Challengers,0.491,4.0,2.0,9.0,2102.6873,10.7494,1227.3643,2.6098,31.8605,32180.0,24100.0,1
381,Red,Nongshim Esports Academy,0.0775,2.0,0.0,3.0,1750.155,10.0775,942.739,2.4289,34.2894,30366.0,24274.0,0
382,Blue,Top Esports,0.4907,4.0,1.0,10.0,2714.1003,9.7492,1409.3784,2.4864,32.54324401913876,29876.795454545456,25044.644736842107,1
383,Red,Bilibili Gaming,0.1963,0.0,0.0,3.0,2336.9248,9.651,1004.0676,1.7012,32.54324401913876,29876.795454545456,25044.644736842107,0
384,Blue,Nongshim Esports Academy,0.2854,3.0,2.0,11.0,2037.2883,11.5604,1279.2388,2.255,35.2521,29554.0,25391.0,1
385,Red,DRX Challengers,0.1713,2.0,0.0,0.0,1947.5452,9.0771,940.647,2.1123,32.7973,28493.0,24461.0,0
386,Blue,Bilibili Gaming,0.6913,3.0,1.0,8.0,3301.0188,9.5331,1450.661,1.9648,32.54324401913876,29876.795454545456,25044.644736842107,1
387,Red,Top Esports,0.2183,1.0,0.0,3.0,1919.7817,7.4591,1011.0491,1.4554,32.54324401913876,29876.795454545456,25044.644736842107,0
388,Blue,Nongshim Esports Academy,0.3184,2.0,2.0,11.0,3098.6939,9.1347,1311.0122,1.7388,34.9959,30637.0,25611.0,1
389,Red,DRX Challengers,0.3429,4.0,1.0,4.0,2166.8327,8.1551,1160.7918,1.9102,33.1102,28971.0,23874.0,0
390,Blue,Royal Never Give Up,0.3772,2.0,0.0,1.0,1730.3675,8.501,1030.0677,2.2631,32.54324401913876,29876.795454545456,25044.644736842107,0
391,Red,EDward Gaming,0.4932,3.0,2.0,8.0,2256.9632,9.9226,1286.7795,2.0309,32.54324401913876,29876.795454545456,25044.644736842107,1
392,Blue,Dplus KIA Challengers,0.7203,2.0,2.0,8.0,2754.6451,8.7996,1325.4802,1.7223,31.1273,29309.0,24179.0,1
393,Red,KT Rolster Challengers,0.2818,2.0,0.0,4.0,2018.4551,7.9854,1001.9624,1.7223,30.4071,29378.0,24326.0,0
394,Blue,EDward Gaming,0.1039,0.0,0.0,1.0,1342.6212,7.552,927.194,1.4203,32.54324401913876,29876.795454545456,25044.644736842107,0
395,Red,Royal Never Give Up,0.7275,4.0,1.0,11.0,2010.8314,9.9769,1411.4896,1.9053,32.54324401913876,29876.795454545456,25044.644736842107,1
396,Blue,Royal Never Give Up,0.3683,3.0,2.0,9.0,1995.9404,11.6528,1258.5796,2.1306,32.54324401913876,29876.795454545456,25044.644736842107,1
